gene,promoter,gene_position,direction,tss,evidence
ychA,ychQp,1267320.0,+,1266899.0,"[""COMP"", ""COMP"", ""EXP""]"
ychQ,ychQp,1266924.0,+,1266899.0,"[""COMP"", ""COMP"", ""EXP""]"
kdsB,ycaRp,970852.0,+,970642.0,"[""COMP"", ""EXP"", ""COMP""]"
ycaR,ycaRp,970673.0,+,970642.0,"[""COMP"", ""EXP"", ""COMP""]"
kdsC,kdsCp3,3342273.0,+,3341719.0,"[""COMP"", ""EXP"", ""COMP"", ""EXP""]"
lptA,kdsCp3,3343380.0,+,3341719.0,"[""COMP"", ""EXP"", ""COMP"", ""EXP""]"
lptB,kdsCp3,3343944.0,+,3341719.0,"[""COMP"", ""EXP"", ""COMP"", ""EXP""]"
lptC,kdsCp3,3342836.0,+,3341719.0,"[""COMP"", ""EXP"", ""COMP"", ""EXP""]"
kdsC,kdsCp1,3342273.0,+,3342226.0,"[""COMP"", ""COMP"", ""EXP"", ""EXP""]"
lptA,kdsCp1,3343380.0,+,3342226.0,"[""COMP"", ""COMP"", ""EXP"", ""EXP""]"
lptB,kdsCp1,3343944.0,+,3342226.0,"[""COMP"", ""COMP"", ""EXP"", ""EXP""]"
lptC,kdsCp1,3342836.0,+,3342226.0,"[""COMP"", ""COMP"", ""EXP"", ""EXP""]"
kdsC,kdsCp2,3342273.0,+,3342010.0,"[""COMP"", ""EXP"", ""COMP"", ""EXP""]"
lptA,kdsCp2,3343380.0,+,3342010.0,"[""COMP"", ""EXP"", ""COMP"", ""EXP""]"
lptB,kdsCp2,3343944.0,+,3342010.0,"[""COMP"", ""EXP"", ""COMP"", ""EXP""]"
lptC,kdsCp2,3342836.0,+,3342010.0,"[""COMP"", ""EXP"", ""COMP"", ""EXP""]"
kdsD,yrbGp,3341266.0,+,3340211.0,"[""COMP"", ""EXP""]"
yrbG,yrbGp,3340275.0,+,3340211.0,"[""COMP"", ""EXP""]"
kup,kupp2,3931316.0,+,3931181.0,"[""EXP""]"
kup,kupp1,3931316.0,+,3931103.0,"[""EXP""]"
kup,kupp3,3931316.0,+,3931265.0,"[""EXP""]"
lacA,lacZp1,361860.0,-,366343.0,"[""COMP"", ""EXP""]"
lacY,lacZp1,363179.0,-,366343.0,"[""COMP"", ""EXP""]"
lacZ,lacZp1,366305.0,-,366343.0,"[""COMP"", ""EXP""]"
lacA,lacZp4,361860.0,-,366377.0,"[""none"", ""EXP""]"
lacY,lacZp4,363179.0,-,366377.0,"[""none"", ""EXP""]"
lacZ,lacZp4,366305.0,-,366377.0,"[""none"", ""EXP""]"
lacA,lacZp2,361860.0,-,366365.0,"[""none"", ""EXP""]"
lacY,lacZp2,363179.0,-,366365.0,"[""none"", ""EXP""]"
lacZ,lacZp2,366305.0,-,366365.0,"[""none"", ""EXP""]"
lacA,lacZp3,361860.0,-,366358.0,"[""none"", ""EXP""]"
lacY,lacZp3,363179.0,-,366358.0,"[""none"", ""EXP""]"
lacZ,lacZp3,366305.0,-,366358.0,"[""none"", ""EXP""]"
lacI,lacIp,367510.0,-,367538.0,"[""none"", ""EXP""]"
lacI,mhpRp2,367510.0,-,368528.0,"[""COMP"", ""COMP"", ""EXP""]"
mhpR,mhpRp2,368420.0,-,368528.0,"[""COMP"", ""COMP"", ""EXP""]"
lacI,mhpRp1,367510.0,-,368536.0,"[""COMP"", ""EXP""]"
mhpR,mhpRp1,368420.0,-,368536.0,"[""COMP"", ""EXP""]"
lamB,malKp,4247971.0,+,4246736.0,"[""COMP"", ""EXP"", ""EXP""]"
malK,malKp,4246784.0,+,4246736.0,"[""COMP"", ""EXP"", ""EXP""]"
malM,malKp,4249554.0,+,4246736.0,"[""COMP"", ""EXP"", ""EXP""]"
lapA,lapAp,1340243.0,+,1340135.0,"[""EXP"", ""COMP"", ""COMP"", ""EXP"", ""COMP"", ""EXP"", ""EXP"", ""EXP""]"
lapB,lapAp,1340558.0,+,1340135.0,"[""EXP"", ""COMP"", ""COMP"", ""EXP"", ""COMP"", ""EXP"", ""EXP"", ""EXP""]"
lapA,lapAp2,1340243.0,+,1340186.0,"[""COMP"", ""EXP""]"
lapB,lapAp2,1340558.0,+,1340186.0,"[""COMP"", ""EXP""]"
lapA,lapAp1,1340243.0,+,1340135.0,"[""COMP"", ""EXP"", ""COMP"", ""EXP"", ""EXP"", ""EXP""]"
lapB,lapAp1,1340558.0,+,1340135.0,"[""COMP"", ""EXP"", ""COMP"", ""EXP"", ""EXP"", ""EXP""]"
pyrF,lapAp1,1341921.0,+,1340135.0,"[""COMP"", ""EXP"", ""COMP"", ""EXP"", ""EXP"", ""EXP""]"
yciH,lapAp1,1342658.0,+,1340135.0,"[""COMP"", ""EXP"", ""COMP"", ""EXP"", ""EXP"", ""EXP""]"
ldhA,ldhAp,1442843.0,-,1442915.0,"[""COMP"", ""COMP"", ""EXP"", ""EXP""]"
ldrD,ldrDp,3700087.0,-,3700272.0,"[""none"", ""EXP""]"
ldtB,ldtBp,855744.0,-,855786.0,"[""none"", ""EXP""]"
ldtC,ldtCp,1170374.0,-,1170417.0,"[""COMP"", ""EXP"", ""COMP""]"
ldtD,ldtDp,981047.0,+,980931.0,"[""EXP""]"
lepA,lepAp,2707124.0,-,2707196.0,"[""none"", ""EXP""]"
lepB,lepAp,2705309.0,-,2707196.0,"[""none"", ""EXP""]"
leuA,leuLp2,83529.0,-,84024.0,"[""EXP""]"
leuB,leuLp2,81958.0,-,84024.0,"[""EXP""]"
leuC,leuLp2,80864.0,-,84024.0,"[""EXP""]"
leuD,leuLp2,79453.0,-,84024.0,"[""EXP""]"
leuL,leuLp2,83708.0,-,84024.0,"[""EXP""]"
leuE,leuEp,1880759.0,-,1880800.0,"[""none"", ""EXP""]"
leuL,leuLp1,83708.0,-,83735.0,"[""COMP"", ""EXP"", ""COMP"", ""EXP""]"
leuO,leuOp1,84368.0,+,84154.0,"[""none"", ""EXP"", ""EXP""]"
leuO,leuOp3,84368.0,+,84298.0,"[""none"", ""EXP""]"
leuO,leuOp,84368.0,+,84188.0,"[""COMP"", ""EXP"", ""COMP"", ""EXP""]"
leuO,leuOp2,84368.0,+,84304.0,"[""none"", ""EXP"", ""EXP"", ""EXP""]"
leuP,leuQp,4606286.0,-,4606432.0,"[""COMP"", ""COMP""]"
leuQ,leuQp,4606401.0,-,4606432.0,"[""COMP"", ""COMP""]"
leuV,leuQp,4606165.0,-,4606432.0,"[""COMP"", ""COMP""]"
leuU,leuUp,3322158.0,-,3322278.0,"[""COMP"", ""COMP""]"
leuU,secGp2,3322158.0,-,3322590.0,"[""COMP"", ""EXP"", ""COMP""]"
secG,secGp2,3322505.0,-,3322590.0,"[""COMP"", ""EXP"", ""COMP""]"
leuU,secGp1,3322158.0,-,3322587.0,"[""COMP"", ""EXP"", ""COMP""]"
secG,secGp1,3322505.0,-,3322587.0,"[""COMP"", ""EXP"", ""COMP""]"
leuX,leuXp,4496405.0,+,4496386.0,"[""COMP"", ""COMP""]"
lgoR,lgoRp4,4595851.0,-,4595947.0,"[""COMP""]"
lgt,lgtp,2966037.0,-,2966121.0,"[""COMP"", ""EXP""]"
lhr,lhrp,1729087.0,+,1728353.0,"[""COMP"", ""EXP"", ""COMP""]"
lhr,rntp,1729087.0,+,1728320.0,"[""none"", ""EXP"", ""COMP""]"
rnt,rntp,1728347.0,+,1728320.0,"[""none"", ""EXP"", ""COMP""]"
ligA,ligAp,2530176.0,-,2530201.0,"[""EXP""]"
ypeB,ligAp,2528159.0,-,2530201.0,"[""EXP""]"
lipA,lipAp,660216.0,-,660301.0,"[""EXP""]"
lipB,ybeDp,662278.0,-,662706.0,"[""COMP"", ""EXP"", ""COMP"", ""EXP"", ""EXP""]"
ybeD,ybeDp,662642.0,-,662706.0,"[""COMP"", ""EXP"", ""COMP"", ""EXP"", ""EXP""]"
lipB,ybeDp2,662278.0,-,662706.0,"[""COMP"", ""EXP"", ""COMP"", ""EXP"", ""EXP""]"
ybeD,ybeDp2,662642.0,-,662706.0,"[""COMP"", ""EXP"", ""COMP"", ""EXP"", ""EXP""]"
livF,livKp1,3593437.0,-,3597755.0,"[""COMP"", ""COMP"", ""EXP""]"
livG,livKp1,3594206.0,-,3597755.0,"[""COMP"", ""COMP"", ""EXP""]"
livH,livKp1,3596403.0,-,3597755.0,"[""COMP"", ""COMP"", ""EXP""]"
livK,livKp1,3597560.0,-,3597755.0,"[""COMP"", ""COMP"", ""EXP""]"
livM,livKp1,3595480.0,-,3597755.0,"[""COMP"", ""COMP"", ""EXP""]"
livF,livKp2,3593437.0,-,3597730.0,"[""none"", ""COMP"", ""EXP""]"
livG,livKp2,3594206.0,-,3597730.0,"[""none"", ""COMP"", ""EXP""]"
livH,livKp2,3596403.0,-,3597730.0,"[""none"", ""COMP"", ""EXP""]"
livK,livKp2,3597560.0,-,3597730.0,"[""none"", ""COMP"", ""EXP""]"
livM,livKp2,3595480.0,-,3597730.0,"[""none"", ""COMP"", ""EXP""]"
livJ,livJp,3599658.0,-,3599762.0,"[""COMP"", ""EXP""]"
lldD,lldPp,3779827.0,+,3777289.0,"[""COMP"", ""EXP"", ""EXP""]"
lldP,lldPp,3777399.0,+,3777289.0,"[""COMP"", ""EXP"", ""EXP""]"
lldR,lldPp,3779054.0,+,3777289.0,"[""COMP"", ""EXP"", ""EXP""]"
lnt,ybeZp,690881.0,-,693469.0,"[""COMP"", ""EXP"", ""COMP"", ""EXP"", ""EXP""]"
ybeX,ybeZp,691784.0,-,693469.0,"[""COMP"", ""EXP"", ""COMP"", ""EXP"", ""EXP""]"
ybeY,ybeZp,692341.0,-,693469.0,"[""COMP"", ""EXP"", ""COMP"", ""EXP"", ""EXP""]"
ybeZ,ybeZp,693378.0,-,693469.0,"[""COMP"", ""EXP"", ""COMP"", ""EXP"", ""EXP""]"
loiP,loiPp,3081913.0,+,3081892.0,"[""COMP"", ""EXP"", ""COMP""]"
lolA,lolAp,937372.0,+,937328.0,"[""none"", ""EXP""]"
rarA,lolAp,937994.0,+,937328.0,"[""none"", ""EXP""]"
lon,lonp2,458888.0,+,458815.0,"[""COMP"", ""COMP"", ""EXP"", ""EXP"", ""EXP""]"
lon,lonp,458888.0,+,458815.0,"[""COMP"", ""COMP"", ""EXP"", ""EXP"", ""EXP""]"
lpd,lpdAp,127912.0,+,127717.0,"[""COMP"", ""COMP"", ""EXP"", ""EXP""]"
lplA,ytjBp,4624117.0,-,4624799.0,"[""none"", ""EXP""]"
ytjB,ytjBp,4624789.0,-,4624799.0,"[""none"", ""EXP""]"
lpp,lppp2,1757421.0,+,1757296.0,"[""none"", ""EXP"", ""COMP""]"
lpp,lpp,1757421.0,+,1757383.0,"[""none"", ""EXP""]"
lptA,lptAp2,3343380.0,+,3343299.0,"[""COMP"", ""EXP"", ""COMP""]"
lptB,lptAp2,3343944.0,+,3343299.0,"[""COMP"", ""EXP"", ""COMP""]"
lptA,lptAp1,3343380.0,+,3343326.0,"[""COMP"", ""COMP"", ""EXP"", ""EXP"", ""EXP""]"
lptB,lptAp1,3343944.0,+,3343326.0,"[""COMP"", ""COMP"", ""EXP"", ""EXP"", ""EXP""]"
lptD,impp1,57109.0,-,57156.0,"[""COMP"", ""EXP"", ""COMP""]"
lptD,impp2,57109.0,-,57241.0,"[""COMP"", ""EXP"", ""COMP""]"
lptD,impp3,57109.0,-,57336.0,"[""COMP"", ""EXP"", ""COMP""]"
pdxA,impp3,53416.0,-,57336.0,"[""COMP"", ""EXP"", ""COMP""]"
surA,impp3,54702.0,-,57336.0,"[""COMP"", ""EXP"", ""COMP""]"
lpxC,lpxCp2,106557.0,+,106530.0,"[""EXP""]"
lpxC,lpxCp1,106557.0,+,106508.0,"[""COMP"", ""COMP""]"
lpxD,lpxDp,200971.0,+,200960.0,"[""COMP"", ""EXP"", ""COMP""]"
lpxL,lpxLp,1116582.0,-,1116709.0,"[""none"", ""EXP""]"
lpxP,lpxPp,2495645.0,+,2495578.0,"[""COMP"", ""EXP"", ""COMP"", ""EXP"", ""COMP""]"
lpxT,lpxTp,2268854.0,+,2268826.0,"[""COMP"", ""EXP"", ""EXP"", ""EXP""]"
lrhA,lrhAp,2406641.0,-,2406656.0,"[""none"", ""COMP""]"
lrp,lrpp,932595.0,+,932328.0,"[""COMP"", ""EXP""]"
lsrA,lsrAp,1601490.0,+,1601460.0,"[""COMP"", ""COMP""]"
lsrB,lsrAp,1605051.0,+,1601460.0,"[""COMP"", ""COMP""]"
lsrC,lsrAp,1603019.0,+,1601460.0,"[""COMP"", ""COMP""]"
lsrD,lsrAp,1604047.0,+,1601460.0,"[""COMP"", ""COMP""]"
lsrF,lsrAp,1606100.0,+,1601460.0,"[""COMP"", ""COMP""]"
lsrG,lsrAp,1606999.0,+,1601460.0,"[""COMP"", ""COMP""]"
tam,lsrAp,1607346.0,+,1601460.0,"[""COMP"", ""COMP""]"
lsrK,lsrRp,1600209.0,-,1601257.0,"[""COMP"", ""EXP"", ""COMP""]"
lsrR,lsrRp,1601241.0,-,1601257.0,"[""COMP"", ""EXP"", ""COMP""]"
ltaE,ltaEp,909294.0,-,909320.0,"[""EXP""]"
ybjT,ltaEp,908282.0,-,909320.0,"[""EXP""]"
luxS,luxSp1,2814733.0,-,2815065.0,"[""COMP"", ""EXP"", ""COMP""]"
luxS,luxSp2,2814733.0,-,2814816.0,"[""none"", ""EXP"", ""EXP""]"
lysA,lysAp,2978899.0,-,2978951.0,"[""COMP"", ""COMP""]"
lysC,lysCp2,4233233.0,-,4233616.0,"[""COMP"", ""EXP"", ""COMP""]"
lysC,lysCp1,4233233.0,-,4233539.0,"[""COMP"", ""EXP"", ""COMP""]"
lysO,lysOp,914857.0,-,914895.0,"[""COMP"", ""EXP"", ""COMP"", ""EXP""]"
lysP,lysPp,2248532.0,-,2248560.0,"[""COMP"", ""EXP""]"
lysR,lysRp,2979021.0,+,2978950.0,"[""COMP"", ""COMP""]"
lysT,lysTp,780554.0,+,780514.0,"[""COMP"", ""COMP""]"
lysW,lysTp,780843.0,+,780514.0,"[""COMP"", ""COMP""]"
valT,lysTp,780765.0,+,780514.0,"[""COMP"", ""COMP""]"
lysU,lysUp2,4354717.0,-,4354797.0,"[""none"", ""COMP"", ""EXP""]"
lysU,lysUp1,4354717.0,-,4354805.0,"[""COMP"", ""COMP"", ""EXP""]"
lysV,valUp,2521253.0,+,2520924.0,"[""COMP"", ""COMP""]"
valU,valUp,2520931.0,+,2520924.0,"[""COMP"", ""COMP""]"
valX,valUp,2521051.0,+,2520924.0,"[""COMP"", ""COMP""]"
valY,valUp,2521173.0,+,2520924.0,"[""COMP"", ""COMP""]"
lyxK,yiaKp2,3747084.0,+,3742720.0,"[""COMP"", ""EXP"", ""COMP""]"
sgbE,yiaKp2,3750086.0,+,3742720.0,"[""COMP"", ""EXP"", ""COMP""]"
sgbH,yiaKp2,3748577.0,+,3742720.0,"[""COMP"", ""EXP"", ""COMP""]"
sgbU,yiaKp2,3749232.0,+,3742720.0,"[""COMP"", ""EXP"", ""COMP""]"
yiaK,yiaKp2,3742733.0,+,3742720.0,"[""COMP"", ""EXP"", ""COMP""]"
yiaL,yiaKp2,3743743.0,+,3742720.0,"[""COMP"", ""EXP"", ""COMP""]"
yiaM,yiaKp2,3744328.0,+,3742720.0,"[""COMP"", ""EXP"", ""COMP""]"
yiaN,yiaKp2,3744804.0,+,3742720.0,"[""COMP"", ""EXP"", ""COMP""]"
yiaO,yiaKp2,3746094.0,+,3742720.0,"[""COMP"", ""EXP"", ""COMP""]"
lyxK,yiaKp,3747084.0,+,3742674.0,"[""COMP"", ""EXP"", ""EXP""]"
sgbE,yiaKp,3750086.0,+,3742674.0,"[""COMP"", ""EXP"", ""EXP""]"
sgbH,yiaKp,3748577.0,+,3742674.0,"[""COMP"", ""EXP"", ""EXP""]"
sgbU,yiaKp,3749232.0,+,3742674.0,"[""COMP"", ""EXP"", ""EXP""]"
yiaK,yiaKp,3742733.0,+,3742674.0,"[""COMP"", ""EXP"", ""EXP""]"
yiaL,yiaKp,3743743.0,+,3742674.0,"[""COMP"", ""EXP"", ""EXP""]"
yiaM,yiaKp,3744328.0,+,3742674.0,"[""COMP"", ""EXP"", ""EXP""]"
yiaN,yiaKp,3744804.0,+,3742674.0,"[""COMP"", ""EXP"", ""EXP""]"
yiaO,yiaKp,3746094.0,+,3742674.0,"[""COMP"", ""EXP"", ""EXP""]"
malE,malEp,4246419.0,-,4246464.0,"[""COMP"", ""EXP""]"
malF,malEp,4245075.0,-,4246464.0,"[""COMP"", ""EXP""]"
malG,malEp,4243516.0,-,4246464.0,"[""COMP"", ""EXP""]"
malH,malEp,4242633.0,-,4246464.0,"[""COMP"", ""EXP""]"
malI,malIp,1699180.0,-,1699228.0,"[""COMP"", ""EXP"", ""EXP""]"
malP,malPp,3552473.0,-,3552510.0,"[""COMP"", ""COMP"", ""EXP""]"
malQ,malPp,3550070.0,-,3552510.0,"[""COMP"", ""COMP"", ""EXP""]"
malQ,malQp,3550070.0,-,3550399.0,"[""COMP"", ""EXP"", ""COMP""]"
malS,malSp,3737497.0,+,3737470.0,"[""COMP"", ""EXP""]"
malT,malTp,3553085.0,+,3553024.0,"[""COMP"", ""EXP""]"
malX,malXp,1699355.0,+,1699313.0,"[""COMP"", ""COMP"", ""EXP""]"
malY,malXp,1700957.0,+,1699313.0,"[""COMP"", ""COMP"", ""EXP""]"
malY,malYp,1700957.0,+,1700840.0,"[""COMP"", ""EXP"", ""EXP""]"
malZ,malZp,422518.0,+,422495.0,"[""none"", ""EXP""]"
manA,manAp,1688576.0,+,1688551.0,"[""COMP"", ""EXP""]"
manX,manXp,1902048.0,+,1901933.0,"[""COMP"", ""EXP"", ""COMP""]"
manY,manXp,1903082.0,+,1901933.0,"[""COMP"", ""EXP"", ""COMP""]"
manZ,manXp,1903895.0,+,1901933.0,"[""COMP"", ""EXP"", ""COMP""]"
marA,marRp,1619574.0,+,1619093.0,"[""COMP"", ""COMP""]"
marB,marRp,1619989.0,+,1619093.0,"[""COMP"", ""COMP""]"
marR,marRp,1619120.0,+,1619093.0,"[""COMP"", ""COMP""]"
marC,marCp,1618908.0,-,1618941.0,"[""none"", ""EXP""]"
matA,ecpRp,311336.0,-,311393.0,"[""COMP""]"
matP,matPp,1018485.0,+,1018459.0,"[""EXP""]"
mazE,mazEp2,2911339.0,-,2911355.0,"[""none"", ""EXP""]"
mazF,mazEp2,2911091.0,-,2911355.0,"[""none"", ""EXP""]"
mazG,mazEp2,2910685.0,-,2911355.0,"[""none"", ""EXP""]"
mazE,mazEp1,2911339.0,-,2911368.0,"[""none"", ""EXP""]"
mazF,mazEp1,2911091.0,-,2911368.0,"[""none"", ""EXP""]"
mazG,mazEp1,2910685.0,-,2911368.0,"[""none"", ""EXP""]"
mazE,relAp2,2911339.0,-,2914277.0,"[""COMP"", ""EXP"", ""EXP"", ""EXP""]"
mazF,relAp2,2911091.0,-,2914277.0,"[""COMP"", ""EXP"", ""EXP"", ""EXP""]"
relA,relAp2,2913651.0,-,2914277.0,"[""COMP"", ""EXP"", ""EXP"", ""EXP""]"
mazE,relAp1,2911339.0,-,2913829.0,"[""COMP"", ""EXP"", ""EXP""]"
mazF,relAp1,2911091.0,-,2913829.0,"[""COMP"", ""EXP"", ""EXP""]"
relA,relAp1,2913651.0,-,2913829.0,"[""COMP"", ""EXP"", ""EXP""]"
mbiA,htgAp2,10830.0,+,10643.0,"[""none"", ""EXP""]"
mbiA,htgAp1,10830.0,+,10644.0,"[""none"", ""COMP"", ""EXP"", ""COMP""]"
mcaS,mcaSp,1405751.0,-,1405751.0,"[""none"", ""EXP""]"
mcbA,mcbAp5,842056.0,-,842153.0,"[""COMP""]"
mdfA,cmrp2,883673.0,+,883569.0,"[""none"", ""EXP""]"
mdfA,cmrp1,883673.0,+,883649.0,"[""none"", ""EXP""]"
mdh,mdhp1,3384268.0,-,3384313.0,"[""COMP"", ""COMP"", ""EXP""]"
mdh,mdhp2,3384268.0,-,3384470.0,"[""none"", ""EXP""]"
mdtE,mdtEp3,3659232.0,+,3659145.0,"[""none"", ""EXP""]"
mdtF,mdtEp3,3660414.0,+,3659145.0,"[""none"", ""EXP""]"
mdtE,mdtEp1,3659232.0,+,3659084.0,"[""none"", ""EXP""]"
mdtF,mdtEp1,3660414.0,+,3659084.0,"[""none"", ""EXP""]"
mdtE,mdtEp2,3659232.0,+,3659140.0,"[""none"", ""EXP""]"
mdtF,mdtEp2,3660414.0,+,3659140.0,"[""none"", ""EXP""]"
mdtI,mdtJp,1673149.0,-,1673779.0,"[""COMP"", ""EXP""]"
mdtJ,mdtJp,1673501.0,-,1673779.0,"[""COMP"", ""EXP""]"
mdtU,mdtJp,1673709.0,-,1673779.0,"[""COMP"", ""EXP""]"
melA,melAp,4341911.0,+,4341887.0,"[""COMP"", ""EXP"", ""EXP""]"
melB,melAp,4343369.0,+,4341887.0,"[""COMP"", ""EXP"", ""EXP""]"
melR,melRp,4341628.0,-,4341650.0,"[""COMP"", ""EXP""]"
menA,menAp2,4120349.0,-,4120406.0,"[""COMP"", ""COMP"", ""EXP""]"
rraA,menAp2,4119330.0,-,4120406.0,"[""COMP"", ""COMP"", ""EXP""]"
menA,menAp1,4120349.0,-,4120398.0,"[""EXP""]"
rraA,menAp1,4119330.0,-,4120398.0,"[""EXP""]"
mepH,mepHp,1734435.0,+,1734357.0,"[""COMP"", ""COMP""]"
mepS,mepSp2,2269979.0,+,2269811.0,"[""none"", ""EXP""]"
mepS,mepSp1,2269979.0,+,2269920.0,"[""none"", ""EXP"", ""EXP""]"
metA,metAp1,4214280.0,+,4214233.0,"[""COMP"", ""EXP""]"
metA,metAp2,4214280.0,+,4214159.0,"[""COMP"", ""EXP""]"
metB,metBp,4128672.0,+,4128636.0,"[""COMP"", ""EXP""]"
metL,metBp,4129835.0,+,4128636.0,"[""COMP"", ""EXP""]"
metC,metCp,3152236.0,+,3152075.0,"[""COMP"", ""COMP""]"
metE,metEp,4013053.0,+,4012884.0,"[""none"", ""EXP""]"
metF,metFp,4132616.0,+,4132546.0,"[""COMP"", ""EXP""]"
metG,metGp1,2194300.0,+,2194269.0,"[""none"", ""EXP"", ""EXP"", ""COMP""]"
metG,metGp2,2194300.0,+,2193758.0,"[""none"", ""EXP"", ""COMP""]"
metH,metHp2,4223828.0,+,4223505.0,"[""none"", ""EXP""]"
metH,metHp1,4223828.0,+,4223783.0,"[""COMP"", ""COMP""]"
metI,metNp,221621.0,-,222714.0,"[""COMP"", ""COMP"", ""COMP""]"
metN,metNp,222645.0,-,222714.0,"[""COMP"", ""COMP"", ""COMP""]"
metQ,metNp,220928.0,-,222714.0,"[""COMP"", ""COMP"", ""COMP""]"
metJ,metJp2,4128395.0,-,4128529.0,"[""COMP"", ""EXP""]"
metJ,metJp1,4128395.0,-,4128558.0,"[""none"", ""EXP""]"
metJ,metJp3,4128395.0,-,4128466.0,"[""COMP"", ""EXP""]"
metK,metKp2,3086706.0,+,3086577.0,"[""none"", ""COMP"", ""EXP""]"
metK,metKp,3086706.0,+,3086577.0,"[""COMP"", ""COMP"", ""EXP""]"
metR,metRp2,4012816.0,-,4012837.0,"[""none"", ""EXP""]"
metR,metRp1,4012816.0,-,4012855.0,"[""none"", ""EXP""]"
metV,metZp,2947607.0,+,2947382.0,"[""COMP"", ""COMP"", ""EXP""]"
metW,metZp,2947497.0,+,2947382.0,"[""COMP"", ""COMP"", ""EXP""]"
metZ,metZp,2947387.0,+,2947382.0,"[""COMP"", ""COMP"", ""EXP""]"
metY,metYp2,3318289.0,-,3318375.0,"[""COMP"", ""COMP"", ""EXP"", ""EXP""]"
mfd,mfdp2,1173964.0,-,1173992.0,"[""COMP"", ""COMP"", ""EXP""]"
mfd,mfdp1,1173964.0,-,1174028.0,"[""COMP"", ""COMP"", ""EXP"", ""EXP""]"
mglA,mglBp,2239289.0,-,2240566.0,"[""COMP"", ""EXP"", ""COMP""]"
mglB,mglBp,2240348.0,-,2240566.0,"[""COMP"", ""EXP"", ""COMP""]"
mglC,mglBp,2237753.0,-,2240566.0,"[""COMP"", ""EXP"", ""COMP""]"
mglA,mglBp2,2239289.0,-,2240566.0,"[""COMP"", ""EXP"", ""COMP""]"
mglB,mglBp2,2240348.0,-,2240566.0,"[""COMP"", ""EXP"", ""COMP""]"
mglC,mglBp2,2237753.0,-,2240566.0,"[""COMP"", ""EXP"", ""COMP""]"
mglA,mglAp,2239289.0,-,2239391.0,"[""COMP"", ""COMP""]"
mglC,mglAp,2237753.0,-,2239391.0,"[""COMP"", ""COMP""]"
mgrB,mgrBp,1908766.0,-,1908792.0,"[""none"", ""EXP""]"
mgrR,mgrRp,1622914.0,-,1622914.0,"[""COMP"", ""EXP""]"
mgsA,mgsAp,1027015.0,-,1027041.0,"[""EXP""]"
mgtA,mgtAp1,4467625.0,+,4467363.0,"[""COMP"", ""COMP"", ""EXP""]"
mgtL,mgtAp1,4467431.0,+,4467363.0,"[""COMP"", ""COMP"", ""EXP""]"
mgtA,mgtAp2,4467625.0,+,4467280.0,"[""COMP"", ""COMP"", ""EXP""]"
mgtL,mgtAp2,4467431.0,+,4467280.0,"[""COMP"", ""COMP"", ""EXP""]"
mgtS,mgtSp,1622646.0,+,1622588.0,"[""COMP"", ""EXP""]"
mhpA,mhpAp,368611.0,+,368519.0,"[""COMP"", ""COMP"", ""EXP""]"
mhpB,mhpAp,370277.0,+,368519.0,"[""COMP"", ""COMP"", ""EXP""]"
mhpC,mhpAp,371239.0,+,368519.0,"[""COMP"", ""COMP"", ""EXP""]"
mhpD,mhpAp,372115.0,+,368519.0,"[""COMP"", ""COMP"", ""EXP""]"
mhpE,mhpAp,373868.0,+,368519.0,"[""COMP"", ""COMP"", ""EXP""]"
mhpF,mhpAp,372921.0,+,368519.0,"[""COMP"", ""COMP"", ""EXP""]"
mhpT,mhpTp,375459.0,+,375386.0,"[""COMP"", ""COMP""]"
micA,micAp,2814802.0,+,2814802.0,"[""COMP"", ""COMP"", ""EXP""]"
micC,micCp,1437121.0,+,1437121.0,"[""COMP"", ""EXP"", ""EXP""]"
micF,micFp1,2313084.0,+,2313084.0,"[""COMP"", ""COMP"", ""EXP""]"
micF,micFp2,2313084.0,+,2313084.0,"[""none"", ""COMP"", ""EXP""]"
micL,micLp2,1958520.0,-,1958986.0,"[""none"", ""COMP"", ""EXP""]"
micL,micLp1,1958520.0,-,1958747.0,"[""COMP"", ""EXP""]"
mioC,mioCp,3926455.0,-,3926475.0,"[""EXP""]"
mipA,mipAp,1866472.0,-,1866506.0,"[""EXP""]"
mlaA,mlaAp,2465007.0,-,2465135.0,"[""EXP""]"
mlaB,mlaFp3,3337256.0,-,3340102.0,"[""none"", ""EXP""]"
mlaC,mlaFp3,3337891.0,-,3340102.0,"[""none"", ""EXP""]"
mlaD,mlaFp3,3338461.0,-,3340102.0,"[""none"", ""EXP""]"
mlaE,mlaFp3,3339248.0,-,3340102.0,"[""none"", ""EXP""]"
mlaF,mlaFp3,3340065.0,-,3340102.0,"[""none"", ""EXP""]"
mlaB,mlaFp1,3337256.0,-,3340132.0,"[""none"", ""EXP""]"
mlaC,mlaFp1,3337891.0,-,3340132.0,"[""none"", ""EXP""]"
mlaD,mlaFp1,3338461.0,-,3340132.0,"[""none"", ""EXP""]"
mlaE,mlaFp1,3339248.0,-,3340132.0,"[""none"", ""EXP""]"
mlaF,mlaFp1,3340065.0,-,3340132.0,"[""none"", ""EXP""]"
mlaB,mlaFp2,3337256.0,-,3340121.0,"[""none"", ""EXP""]"
mlaC,mlaFp2,3337891.0,-,3340121.0,"[""none"", ""EXP""]"
mlaD,mlaFp2,3338461.0,-,3340121.0,"[""none"", ""EXP""]"
mlaE,mlaFp2,3339248.0,-,3340121.0,"[""none"", ""EXP""]"
